answerKey,id,A,B,C,D,stem,Grade,subject,category
A,NYSEDREGENTS_2012_8_4,0-5 minutes,10-15 minutes,15-20 minutes,25-30 minutes,The graph below shows a runner's distance from the starting line during a 30-minute race. Distance was measured in meters (m). Time was measured in minutes (min). {img:images/NYSEDREGENTS/2012_8th_Grade/03.PNG} During which time interval was the runner moving at the greatest average speed?,8,,Test
C,NYSEDREGENTS_2012_8_41,A,B,C,D,"The diagram below shows a cross section of a waterfall. Points A, B, C, and D represent locations in the stream. {img:images/NYSEDREGENTS/2012_8th_Grade/22.PNG} At which location does the water have the greatest kinetic energy?",8,,Test
C,NYSEDREGENTS_2012_8_44,attract each other with a stronger force,attract each other with a weaker force,repel each other with a stronger force,repel each other with a weaker force,"The diagram below shows two magnets. {img:images/NYSEDREGENTS/2012_8th_Grade/23.PNG} If the magnets are brought closer together, they will",8,,Test
D,NYSEDREGENTS_2012_8_45,pulley,inclined plane,wheel and axle,lever,The diagram below shows a person using a simple machine to move a rock. {img:images/NYSEDREGENTS/2012_8th_Grade/24.PNG} Which simple machine is the person using?,8,,Test
B,NYSEDREGENTS_2012_8_7,3 g,27 g,30 g,65 g,The label below shows the nutrition facts for a snack food. {img:images/NYSEDREGENTS/2012_8th_Grade/04.PNG} How many grams of fat would be consumed if a person ate the entire box of snack food?,8,,Test
D,NYSEDREGENTS_2012_8_8,nervous,digestive,circulatory,respiratory,The diagram below shows a human organ system. {img:images/NYSEDREGENTS/2012_8th_Grade/05.PNG} Which human organ system is shown?,8,,Test
D,NYSEDREGENTS_2013_8_1,{img:images/NYSEDREGENTS/2013_8th_Grade/01.PNG},{img:images/NYSEDREGENTS/2013_8th_Grade/02.PNG},{img:images/NYSEDREGENTS/2013_8th_Grade/03.PNG},{img:images/NYSEDREGENTS/2013_8th_Grade/04.PNG},A student is trying to determine if a certain beetle will help control the population of a harmful plant species. Which sequence of steps would be best suited for this investigation?,8,,Test
D,NYSEDREGENTS_2013_8_15,storage,absorption,transportation,cell division,The diagram below shows a magnified view of a cross section of a plant root tip. Four parts of the root and the process that each performs are shown. {img:images/NYSEDREGENTS/2013_8th_Grade/07.PNG} Which process is directly responsible for root growth in plants?,8,,Test
A,NYSEDREGENTS_2013_8_17,C -> D -> A -> B,C -> D -> B -> A,D -> C -> B -> A,D -> C -> A -> B,"A glacier in Alaska has melted back a distance of 100 kilometers over the last 200 years. Four stages in this process are shown in diagrams A, B, C, and D below. {img:images/NYSEDREGENTS/2013_8th_Grade/08.PNG} In which order should the diagrams be placed to represent the ecological succession that has taken place in the area?",8,,Test
B,NYSEDREGENTS_2013_8_18,A,B,C,D,"In the diagram below, letters A, B, C, and Drepresent four different processes that occur during the water cycle. {img:images/NYSEDREGENTS/2013_8th_Grade/09.PNG} During which process is water released from land organisms into the atmosphere?",8,,Test
C,NYSEDREGENTS_2013_8_2,Earth,Jupiter,Mars,Venus,The data table below shows some data related to the Sun and the planets in our solar system. {img:images/NYSEDREGENTS/2013_8th_Grade/05.PNG} The distance between the Sun and Saturn is approximately six times the distance between the Sun and which other planet?,8,,Test
B,NYSEDREGENTS_2013_8_20,consumers,decomposers,predators,producers,The diagram below represents a pile of decaying plant and animal materials. This process puts nutrients back in the soil. {img:images/NYSEDREGENTS/2013_8th_Grade/10.PNG} The bacteria and fungi that break down the plant and animal materials are classified as,8,,Test
A,NYSEDREGENTS_2013_8_24,gravity,friction,electricity,magnetism,Base your answers on the diagram below and on your knowledge of science. The diagram represents the Moon and its orbit around Earth. The arrow labeled X represents the force that keeps the Moon in its orbit. {img:images/NYSEDREGENTS/2013_8th_Grade/11.PNG} Which force is represented by X?,8,,Test
C,NYSEDREGENTS_2013_8_25,1 day,1 week,1 month,1 year,Base your answers on the diagram below and on your knowledge of science. The diagram represents the Moon and its orbit around Earth. The arrow labeled X represents the force that keeps the Moon in its orbit. {img:images/NYSEDREGENTS/2013_8th_Grade/11.PNG} Approximately how long does it take for the Moon to complete one orbit around Earth?,8,,Test
A,NYSEDREGENTS_2013_8_28,"the same latitude, but a different longitude",the same latitude and same longitude,a different latitude and the same longitude,a different latitude and different longitude,"The map below shows latitude and longitude lines for a portion of North America. Points A and B represent two cities. {img:images/NYSEDREGENTS/2013_8th_Grade/12.PNG} Compared to the location of city A, the location of city B is at",8,,Test
B,NYSEDREGENTS_2013_8_29,{img:images/NYSEDREGENTS/2013_8th_Grade/13.PNG},{img:images/NYSEDREGENTS/2013_8th_Grade/14.PNG},{img:images/NYSEDREGENTS/2013_8th_Grade/15.PNG},{img:images/NYSEDREGENTS/2013_8th_Grade/16.PNG},Which diagram best represents the tilt of Earth's axis in December?,8,,Test
D,NYSEDREGENTS_2013_8_3,A,B,C,D,"Base your answers on the bird head diagrams below and the dichotomous key that follows. The birds are labeled A, B, C, and D. {img:images/NYSEDREGENTS/2013_8th_Grade/06.PNG} Based on the dichotomous key, which bird is a Baird's sparrow?",8,,Test
C,NYSEDREGENTS_2013_8_30,{img:images/NYSEDREGENTS/2013_8th_Grade/18.PNG},{img:images/NYSEDREGENTS/2013_8th_Grade/19.PNG},{img:images/NYSEDREGENTS/2013_8th_Grade/20.PNG},{img:images/NYSEDREGENTS/2013_8th_Grade/21.PNG},"The diagram below represents the Sun, Earth, and the Moon as viewed from space. Letter X is a location on Earth's surface. {img:images/NYSEDREGENTS/2013_8th_Grade/17.PNG} Which diagram best represents the phase of the Moon as viewed from X?",8,,Test
C,NYSEDREGENTS_2013_8_31,{img:images/NYSEDREGENTS/2013_8th_Grade/22.PNG},{img:images/NYSEDREGENTS/2013_8th_Grade/23.PNG},{img:images/NYSEDREGENTS/2013_8th_Grade/24.PNG},{img:images/NYSEDREGENTS/2013_8th_Grade/25.PNG},The top and bottom of each container below are labeled. Which model best represents the arrangement of gas molecules inside a sealed container as viewed from the side?,8,,Test
C,NYSEDREGENTS_2013_8_32,erosion of continental coastlines by ocean waves,deposition of river sediments entering the ocean,collision of lithospheric tectonic plates,uneven heating of Earth's surface,The map below shows dark bands that indicate long mountain ranges on the west coasts of North America and South America. {img:images/NYSEDREGENTS/2013_8th_Grade/26.PNG} What caused the formation of these mountain ranges?,8,,Test
D,NYSEDREGENTS_2013_8_33,a star,an asteroid,a moon,a comet,The photograph below shows an object in space that has an icy core with a tail of gas and dust extending for millions of kilometers. {img:images/NYSEDREGENTS/2013_8th_Grade/27.PNG} The object is most likely,8,,Test
B,NYSEDREGENTS_2013_8_38,evaporation,condensation,freezing,melting,The diagram below shows a glass containing a liquid and ice cubes. {img:images/NYSEDREGENTS/2013_8th_Grade/28.PNG} Which process causes water droplets to form on the outside of the glass?,8,,Test
C,NYSEDREGENTS_2013_8_39,A,B,C,D,"A ball is dropped from the roof of a building. Points A, B, C, and D in the diagram below represent positions of the ball as it falls. {img:images/NYSEDREGENTS/2013_8th_Grade/29.PNG} At which position will the ball have the greatest kinetic energy?",8,,Test
C,NYSEDREGENTS_2013_8_4,beak shape,beak length,stripe on head,shape of eye,"Base your answers on the bird head diagrams below and the dichotomous key that follows. The birds are labeled A, B, C, and D. {img:images/NYSEDREGENTS/2013_8th_Grade/06.PNG} Which characteristic could best be used to distinguish between birds B and C?",8,,Test
B,NYSEDREGENTS_2013_8_44,{img:images/NYSEDREGENTS/2013_8th_Grade/30.PNG},{img:images/NYSEDREGENTS/2013_8th_Grade/31.PNG},{img:images/NYSEDREGENTS/2013_8th_Grade/32.PNG},{img:images/NYSEDREGENTS/2013_8th_Grade/33.PNG},Which position of two magnets results in the greatest attraction between the magnets?,8,,Test
C,NYSEDREGENTS_2013_8_45,force from string,friction between string and straw,force from escaping air,weight of balloon containing air,The diagram below shows an inflated balloon attached to a straw that is moving along a string. Air is escaping from the open end of the inflated balloon. Some forces that are acting on the straw are shown by the four labeled arrows. {img:images/NYSEDREGENTS/2013_8th_Grade/34.PNG} What causes the balloon to move along the string?,8,,Test
D,NYSEDREGENTS_2015_8_10,one,two,three,four,The diagram below represents four organisms. {img:images/NYSEDREGENTS/2015_8th_Grade/03.PNG} How many of the organisms represented are multicellular?,8,,Test
B,NYSEDREGENTS_2015_8_11,food chain,pedigree chart,feedback system,life cycle,Base your answer on the model below and on your knowledge of science. The model represents the transmission of a specific trait passed on from parents to their offspring. {img:images/NYSEDREGENTS/2015_8th_Grade/04.PNG} Which type of model is shown in the diagram?,8,,Test
C,NYSEDREGENTS_2015_8_12,one,seven,three,four,Base your answer on the model below and on your knowledge of science. The model represents the transmission of a specific trait passed on from parents to their offspring. {img:images/NYSEDREGENTS/2015_8th_Grade/04.PNG} How many males in this model show the trait?,8,,Test
A,NYSEDREGENTS_2015_8_13,A,B,C,E,Base your answer on the diagrams below and on your knowledge of science. Diagrams A through E represent five stages in a simplified model of sexual reproduction and development. {img:images/NYSEDREGENTS/2015_8th_Grade/05.PNG} At which stage is fertilization occurring?,8,,Test
B,NYSEDREGENTS_2015_8_14,A and B,B and C,C and D,D and E,Base your answer on the diagrams below and on your knowledge of science. Diagrams A through E represent five stages in a simplified model of sexual reproduction and development. {img:images/NYSEDREGENTS/2015_8th_Grade/05.PNG} Between which two stages does cell division first occur?,8,,Test
C,NYSEDREGENTS_2015_8_15,green color,flowers,waxy surface,branches,"The photograph below shows a cactus plant. {img:images/NYSEDREGENTS/2015_8th_Grade/06.PNG} Which feature helps a cactus plant prevent water loss in a hot, dry desert environment?",8,,Test
B,NYSEDREGENTS_2015_8_17,competitive,beneficial,predatory,harmful,"Base your answer on the information below about two animals, the sea anemone and the clownfish, and on your knowledge of science. Clownfish are tiny, omnivorous fish that find shelter from predators in the poisonous tentacles of sea anemones. The sea anemones sting their prey to capture food, but the clownfish are not hurt by the stinging tentacles. The clownfish clean the tentacles of the sea anemone and scare off butterfly fish, which consume sea anemones. {img:images/NYSEDREGENTS/2015_8th_Grade/07.PNG} The relationship between the sea anemone and clownfish is best described as",8,,Test
A,NYSEDREGENTS_2015_8_18,both plants and animals,neither plants nor animals,only plants,only animals,"Base your answer on the information below about two animals, the sea anemone and the clownfish, and on your knowledge of science. Clownfish are tiny, omnivorous fish that find shelter from predators in the poisonous tentacles of sea anemones. The sea anemones sting their prey to capture food, but the clownfish are not hurt by the stinging tentacles. The clownfish clean the tentacles of the sea anemone and scare off butterfly fish, which consume sea anemones. {img:images/NYSEDREGENTS/2015_8th_Grade/07.PNG} The clownfish is classified as an omnivore because it eats",8,,Test
C,NYSEDREGENTS_2015_8_23,morning,noon,afternoon,midnight,"The diagram below represents a portion of Earth's latitude/longitude system. A and B are locations on Earth's surface. The arrows show the direction of Earth's rotation. {img:images/NYSEDREGENTS/2015_8th_Grade/08.PNG} If it is noon at location A, then at location B it is",8,,Test
A,NYSEDREGENTS_2015_8_27,The continents were once joined together.,The animals were able to swim from one continent to the other.,Humans transported the animals from point A to point B.,The animals developed independently on both continents.,The map below shows the current positions of South America and Africa. Points A and B represent areas on the two continents where scientists have discovered fossils of the same animal species. {img:images/NYSEDREGENTS/2015_8th_Grade/09.PNG} How does the Theory of Plate Tectonics explain the location of these fossils?,8,,Test
